Key,Value
7/14/2019 12:00:00 AM,0
7/15/2019 12:00:00 AM,0
7/16/2019 12:00:00 AM,0
7/17/2019 12:00:00 AM,0
7/18/2019 12:00:00 AM,0
7/19/2019 12:00:00 AM,5
7/20/2019 12:00:00 AM,10
7/21/2019 12:00:00 AM,15
7/22/2019 12:00:00 AM,0
7/23/2019 12:00:00 AM,27
7/24/2019 12:00:00 AM,59
7/25/2019 12:00:00 AM,177
7/26/2019 12:00:00 AM,133
7/27/2019 12:00:00 AM,157
7/28/2019 12:00:00 AM,198
7/29/2019 12:00:00 AM,233
7/30/2019 12:00:00 AM,220
7/31/2019 12:00:00 AM,181
8/1/2019 12:00:00 AM,210
8/2/2019 12:00:00 AM,224
8/3/2019 12:00:00 AM,130
8/4/2019 12:00:00 AM,135
8/5/2019 12:00:00 AM,382
8/6/2019 12:00:00 AM,536
8/7/2019 12:00:00 AM,588
8/8/2019 12:00:00 AM,292
8/9/2019 12:00:00 AM,962
8/10/2019 12:00:00 AM,960
8/11/2019 12:00:00 AM,1090
8/12/2019 12:00:00 AM,1367
8/13/2019 12:00:00 AM,1189
8/14/2019 12:00:00 AM,187
8/15/2019 12:00:00 AM,2
8/16/2019 12:00:00 AM,2
8/17/2019 12:00:00 AM,3
8/18/2019 12:00:00 AM,5
8/19/2019 12:00:00 AM,4
8/20/2019 12:00:00 AM,12
8/21/2019 12:00:00 AM,18
8/22/2019 12:00:00 AM,41
8/23/2019 12:00:00 AM,45
8/24/2019 12:00:00 AM,33
8/25/2019 12:00:00 AM,41
8/26/2019 12:00:00 AM,27
8/27/2019 12:00:00 AM,36
8/28/2019 12:00:00 AM,28
8/29/2019 12:00:00 AM,27
8/30/2019 12:00:00 AM,51
8/31/2019 12:00:00 AM,101
9/1/2019 12:00:00 AM,21
9/2/2019 12:00:00 AM,75
9/3/2019 12:00:00 AM,36
9/4/2019 12:00:00 AM,45
9/5/2019 12:00:00 AM,31
9/6/2019 12:00:00 AM,41
9/7/2019 12:00:00 AM,46
9/8/2019 12:00:00 AM,14
9/9/2019 12:00:00 AM,44
9/10/2019 12:00:00 AM,26
9/11/2019 12:00:00 AM,7
9/12/2019 12:00:00 AM,0
9/13/2019 12:00:00 AM,0
9/14/2019 12:00:00 AM,0
9/15/2019 12:00:00 AM,0
9/16/2019 12:00:00 AM,0
9/17/2019 12:00:00 AM,0
9/18/2019 12:00:00 AM,0
9/19/2019 12:00:00 AM,8
9/20/2019 12:00:00 AM,3
9/21/2019 12:00:00 AM,12
9/22/2019 12:00:00 AM,10
9/23/2019 12:00:00 AM,6
9/24/2019 12:00:00 AM,0
9/25/2019 12:00:00 AM,0
9/26/2019 12:00:00 AM,0
9/27/2019 12:00:00 AM,8
9/28/2019 12:00:00 AM,16
9/29/2019 12:00:00 AM,8
9/30/2019 12:00:00 AM,3
10/1/2019 12:00:00 AM,20
10/2/2019 12:00:00 AM,26
10/3/2019 12:00:00 AM,13
10/4/2019 12:00:00 AM,3
10/5/2019 12:00:00 AM,32
10/6/2019 12:00:00 AM,27
10/7/2019 12:00:00 AM,31
10/8/2019 12:00:00 AM,62
10/9/2019 12:00:00 AM,48
10/10/2019 12:00:00 AM,8
10/11/2019 12:00:00 AM,5
10/12/2019 12:00:00 AM,0
10/13/2019 12:00:00 AM,0
10/14/2019 12:00:00 AM,0
10/15/2019 12:00:00 AM,0
10/16/2019 12:00:00 AM,0
10/17/2019 12:00:00 AM,6
10/18/2019 12:00:00 AM,19
10/19/2019 12:00:00 AM,85
10/20/2019 12:00:00 AM,142
10/21/2019 12:00:00 AM,267
10/22/2019 12:00:00 AM,380
10/23/2019 12:00:00 AM,143
10/24/2019 12:00:00 AM,174
10/25/2019 12:00:00 AM,29
10/26/2019 12:00:00 AM,48
10/27/2019 12:00:00 AM,52
10/28/2019 12:00:00 AM,40
10/29/2019 12:00:00 AM,59
10/30/2019 12:00:00 AM,59
10/31/2019 12:00:00 AM,104
11/1/2019 12:00:00 AM,37
11/2/2019 12:00:00 AM,22
11/3/2019 12:00:00 AM,0
11/4/2019 12:00:00 AM,18
11/5/2019 12:00:00 AM,5
11/6/2019 12:00:00 AM,0
11/7/2019 12:00:00 AM,0
11/8/2019 12:00:00 AM,15
11/9/2019 12:00:00 AM,0
11/10/2019 12:00:00 AM,8
11/11/2019 12:00:00 AM,0
11/12/2019 12:00:00 AM,0
11/13/2019 12:00:00 AM,0
11/14/2019 12:00:00 AM,0
11/15/2019 12:00:00 AM,12
11/16/2019 12:00:00 AM,10
11/17/2019 12:00:00 AM,20
11/18/2019 12:00:00 AM,33
11/19/2019 12:00:00 AM,24
11/20/2019 12:00:00 AM,10
11/21/2019 12:00:00 AM,27
11/22/2019 12:00:00 AM,806
11/23/2019 12:00:00 AM,111
11/24/2019 12:00:00 AM,57
11/25/2019 12:00:00 AM,6
11/26/2019 12:00:00 AM,0
11/27/2019 12:00:00 AM,0
11/28/2019 12:00:00 AM,2
11/29/2019 12:00:00 AM,12
11/30/2019 12:00:00 AM,29
12/1/2019 12:00:00 AM,34
12/2/2019 12:00:00 AM,74
12/3/2019 12:00:00 AM,65
12/4/2019 12:00:00 AM,16
12/5/2019 12:00:00 AM,72
12/6/2019 12:00:00 AM,24
12/7/2019 12:00:00 AM,17
12/8/2019 12:00:00 AM,19
12/9/2019 12:00:00 AM,12
12/10/2019 12:00:00 AM,26
12/11/2019 12:00:00 AM,0
12/12/2019 12:00:00 AM,30
12/13/2019 12:00:00 AM,167
12/14/2019 12:00:00 AM,525
12/15/2019 12:00:00 AM,64
12/16/2019 12:00:00 AM,10
12/17/2019 12:00:00 AM,12
12/18/2019 12:00:00 AM,30
12/19/2019 12:00:00 AM,20
12/20/2019 12:00:00 AM,12
12/21/2019 12:00:00 AM,43
12/22/2019 12:00:00 AM,52
12/23/2019 12:00:00 AM,44
12/24/2019 12:00:00 AM,8
12/25/2019 12:00:00 AM,18
12/26/2019 12:00:00 AM,14
12/27/2019 12:00:00 AM,4
12/28/2019 12:00:00 AM,6
12/29/2019 12:00:00 AM,21
12/30/2019 12:00:00 AM,40
12/31/2019 12:00:00 AM,0
1/1/2020 12:00:00 AM,13
1/2/2020 12:00:00 AM,52
1/3/2020 12:00:00 AM,120
1/4/2020 12:00:00 AM,492
1/5/2020 12:00:00 AM,37
1/6/2020 12:00:00 AM,0
1/7/2020 12:00:00 AM,4
1/8/2020 12:00:00 AM,0
1/9/2020 12:00:00 AM,0
1/10/2020 12:00:00 AM,0
1/11/2020 12:00:00 AM,0
1/12/2020 12:00:00 AM,0
1/13/2020 12:00:00 AM,0
1/14/2020 12:00:00 AM,0
1/15/2020 12:00:00 AM,0
1/16/2020 12:00:00 AM,12
1/17/2020 12:00:00 AM,2
1/18/2020 12:00:00 AM,0
1/19/2020 12:00:00 AM,6
1/20/2020 12:00:00 AM,0
1/21/2020 12:00:00 AM,32
1/22/2020 12:00:00 AM,0
1/23/2020 12:00:00 AM,14
1/24/2020 12:00:00 AM,24
1/25/2020 12:00:00 AM,16
1/26/2020 12:00:00 AM,24
1/27/2020 12:00:00 AM,14
1/28/2020 12:00:00 AM,0
1/29/2020 12:00:00 AM,0
1/30/2020 12:00:00 AM,6
1/31/2020 12:00:00 AM,3
2/1/2020 12:00:00 AM,6
2/2/2020 12:00:00 AM,3
2/3/2020 12:00:00 AM,0
2/4/2020 12:00:00 AM,22
2/5/2020 12:00:00 AM,0
2/6/2020 12:00:00 AM,0
2/7/2020 12:00:00 AM,0
2/8/2020 12:00:00 AM,0
2/9/2020 12:00:00 AM,0
2/10/2020 12:00:00 AM,0
2/11/2020 12:00:00 AM,0
2/12/2020 12:00:00 AM,0
2/13/2020 12:00:00 AM,0
2/14/2020 12:00:00 AM,0
2/15/2020 12:00:00 AM,2
2/16/2020 12:00:00 AM,0
2/17/2020 12:00:00 AM,0
2/18/2020 12:00:00 AM,0
2/19/2020 12:00:00 AM,24
2/20/2020 12:00:00 AM,10
2/21/2020 12:00:00 AM,0
2/22/2020 12:00:00 AM,0
2/23/2020 12:00:00 AM,0
2/24/2020 12:00:00 AM,8
2/25/2020 12:00:00 AM,10
2/26/2020 12:00:00 AM,0
2/27/2020 12:00:00 AM,2
2/28/2020 12:00:00 AM,14
2/29/2020 12:00:00 AM,18
3/1/2020 12:00:00 AM,8
3/2/2020 12:00:00 AM,4
3/3/2020 12:00:00 AM,0
3/4/2020 12:00:00 AM,2
3/5/2020 12:00:00 AM,0
3/6/2020 12:00:00 AM,0
3/7/2020 12:00:00 AM,0
3/8/2020 12:00:00 AM,0
3/9/2020 12:00:00 AM,1
3/10/2020 12:00:00 AM,1
3/11/2020 12:00:00 AM,0
3/12/2020 12:00:00 AM,2
3/13/2020 12:00:00 AM,4
3/14/2020 12:00:00 AM,26
3/15/2020 12:00:00 AM,12
3/16/2020 12:00:00 AM,20
3/17/2020 12:00:00 AM,24
3/18/2020 12:00:00 AM,27
3/19/2020 12:00:00 AM,27
3/20/2020 12:00:00 AM,25
3/21/2020 12:00:00 AM,42
3/22/2020 12:00:00 AM,42
3/23/2020 12:00:00 AM,46
3/24/2020 12:00:00 AM,30
3/25/2020 12:00:00 AM,28
3/26/2020 12:00:00 AM,26
3/27/2020 12:00:00 AM,33
3/28/2020 12:00:00 AM,27
3/29/2020 12:00:00 AM,24
3/30/2020 12:00:00 AM,30
3/31/2020 12:00:00 AM,23
4/1/2020 12:00:00 AM,12
4/2/2020 12:00:00 AM,4
4/3/2020 12:00:00 AM,6
4/4/2020 12:00:00 AM,13
4/5/2020 12:00:00 AM,2
4/6/2020 12:00:00 AM,0
4/7/2020 12:00:00 AM,0
4/8/2020 12:00:00 AM,0
4/9/2020 12:00:00 AM,0
4/10/2020 12:00:00 AM,10
4/11/2020 12:00:00 AM,14
4/12/2020 12:00:00 AM,11
4/13/2020 12:00:00 AM,16
4/14/2020 12:00:00 AM,40
4/15/2020 12:00:00 AM,40
4/16/2020 12:00:00 AM,90
4/17/2020 12:00:00 AM,46
4/18/2020 12:00:00 AM,83
4/19/2020 12:00:00 AM,77
4/20/2020 12:00:00 AM,124
4/21/2020 12:00:00 AM,298
4/22/2020 12:00:00 AM,435
4/23/2020 12:00:00 AM,124
4/24/2020 12:00:00 AM,103
4/25/2020 12:00:00 AM,24
4/26/2020 12:00:00 AM,82
4/27/2020 12:00:00 AM,23
4/28/2020 12:00:00 AM,19
4/29/2020 12:00:00 AM,36
4/30/2020 12:00:00 AM,28
5/1/2020 12:00:00 AM,29
5/2/2020 12:00:00 AM,58
5/3/2020 12:00:00 AM,96
5/4/2020 12:00:00 AM,102
5/5/2020 12:00:00 AM,52
5/6/2020 12:00:00 AM,29
5/7/2020 12:00:00 AM,30
5/8/2020 12:00:00 AM,14
5/9/2020 12:00:00 AM,18
5/10/2020 12:00:00 AM,4
5/11/2020 12:00:00 AM,20
5/12/2020 12:00:00 AM,0
5/13/2020 12:00:00 AM,4
5/14/2020 12:00:00 AM,37
5/15/2020 12:00:00 AM,22
5/16/2020 12:00:00 AM,4
5/17/2020 12:00:00 AM,40
5/18/2020 12:00:00 AM,36
5/19/2020 12:00:00 AM,14
5/20/2020 12:00:00 AM,16
5/21/2020 12:00:00 AM,31
5/22/2020 12:00:00 AM,12
5/23/2020 12:00:00 AM,8
5/24/2020 12:00:00 AM,21
5/25/2020 12:00:00 AM,31
5/26/2020 12:00:00 AM,22
5/27/2020 12:00:00 AM,32
5/28/2020 12:00:00 AM,19
5/29/2020 12:00:00 AM,19
5/30/2020 12:00:00 AM,6
5/31/2020 12:00:00 AM,9
6/1/2020 12:00:00 AM,0
6/2/2020 12:00:00 AM,0
6/3/2020 12:00:00 AM,0
6/4/2020 12:00:00 AM,0
6/5/2020 12:00:00 AM,0
6/6/2020 12:00:00 AM,0
6/7/2020 12:00:00 AM,0
6/8/2020 12:00:00 AM,0
6/9/2020 12:00:00 AM,0
6/10/2020 12:00:00 AM,0
6/11/2020 12:00:00 AM,11
6/12/2020 12:00:00 AM,8
6/13/2020 12:00:00 AM,6
6/14/2020 12:00:00 AM,11
6/15/2020 12:00:00 AM,27
6/16/2020 12:00:00 AM,7
6/17/2020 12:00:00 AM,8
6/18/2020 12:00:00 AM,11
6/19/2020 12:00:00 AM,8
6/20/2020 12:00:00 AM,10
6/21/2020 12:00:00 AM,17
6/22/2020 12:00:00 AM,54
6/23/2020 12:00:00 AM,33
6/24/2020 12:00:00 AM,26
6/25/2020 12:00:00 AM,29
6/26/2020 12:00:00 AM,15
6/27/2020 12:00:00 AM,13
6/28/2020 12:00:00 AM,3
6/29/2020 12:00:00 AM,7
6/30/2020 12:00:00 AM,0
7/1/2020 12:00:00 AM,2
7/2/2020 12:00:00 AM,0
7/3/2020 12:00:00 AM,0
7/4/2020 12:00:00 AM,0
7/5/2020 12:00:00 AM,0
7/6/2020 12:00:00 AM,0
7/7/2020 12:00:00 AM,0
7/8/2020 12:00:00 AM,0
7/9/2020 12:00:00 AM,2
7/10/2020 12:00:00 AM,8
7/11/2020 12:00:00 AM,24
7/12/2020 12:00:00 AM,11
7/13/2020 12:00:00 AM,34
7/14/2020 12:00:00 AM,16
7/15/2020 12:00:00 AM,12
7/16/2020 12:00:00 AM,31
7/17/2020 12:00:00 AM,44
7/18/2020 12:00:00 AM,107
7/19/2020 12:00:00 AM,32
7/20/2020 12:00:00 AM,79
7/21/2020 12:00:00 AM,73
7/22/2020 12:00:00 AM,33
7/23/2020 12:00:00 AM,35
7/24/2020 12:00:00 AM,26
7/25/2020 12:00:00 AM,40
7/26/2020 12:00:00 AM,149
7/27/2020 12:00:00 AM,160
7/28/2020 12:00:00 AM,182
7/29/2020 12:00:00 AM,191
7/30/2020 12:00:00 AM,268
7/31/2020 12:00:00 AM,115
8/1/2020 12:00:00 AM,52
8/2/2020 12:00:00 AM,0
8/3/2020 12:00:00 AM,0
8/4/2020 12:00:00 AM,4
8/5/2020 12:00:00 AM,4
8/6/2020 12:00:00 AM,18
8/7/2020 12:00:00 AM,110
8/8/2020 12:00:00 AM,159
8/9/2020 12:00:00 AM,191
8/10/2020 12:00:00 AM,750
8/11/2020 12:00:00 AM,1663
8/12/2020 12:00:00 AM,3139
8/13/2020 12:00:00 AM,1767
8/14/2020 12:00:00 AM,544
8/15/2020 12:00:00 AM,223
8/16/2020 12:00:00 AM,207
8/17/2020 12:00:00 AM,48
8/18/2020 12:00:00 AM,53
8/19/2020 12:00:00 AM,145
8/20/2020 12:00:00 AM,172
8/21/2020 12:00:00 AM,65
8/22/2020 12:00:00 AM,28
8/23/2020 12:00:00 AM,15
8/24/2020 12:00:00 AM,34
8/25/2020 12:00:00 AM,40
8/26/2020 12:00:00 AM,8
8/27/2020 12:00:00 AM,22
8/28/2020 12:00:00 AM,8
8/29/2020 12:00:00 AM,6
8/30/2020 12:00:00 AM,6
8/31/2020 12:00:00 AM,3
9/1/2020 12:00:00 AM,3
9/2/2020 12:00:00 AM,2
9/3/2020 12:00:00 AM,3
9/4/2020 12:00:00 AM,0
9/5/2020 12:00:00 AM,0
9/6/2020 12:00:00 AM,0
9/7/2020 12:00:00 AM,10
9/8/2020 12:00:00 AM,17
9/9/2020 12:00:00 AM,13
9/10/2020 12:00:00 AM,22
9/11/2020 12:00:00 AM,25
9/12/2020 12:00:00 AM,52
9/13/2020 12:00:00 AM,34
9/14/2020 12:00:00 AM,46
9/15/2020 12:00:00 AM,54
9/16/2020 12:00:00 AM,40
9/17/2020 12:00:00 AM,56
9/18/2020 12:00:00 AM,48
9/19/2020 12:00:00 AM,58
9/20/2020 12:00:00 AM,66
9/21/2020 12:00:00 AM,39
9/22/2020 12:00:00 AM,42
9/23/2020 12:00:00 AM,32
9/24/2020 12:00:00 AM,20
9/25/2020 12:00:00 AM,10
9/26/2020 12:00:00 AM,16
9/27/2020 12:00:00 AM,26
9/28/2020 12:00:00 AM,30
9/29/2020 12:00:00 AM,0
9/30/2020 12:00:00 AM,8
10/1/2020 12:00:00 AM,0
10/2/2020 12:00:00 AM,0
10/3/2020 12:00:00 AM,0
10/4/2020 12:00:00 AM,8
10/5/2020 12:00:00 AM,30
10/6/2020 12:00:00 AM,14
10/7/2020 12:00:00 AM,18
10/8/2020 12:00:00 AM,17
10/9/2020 12:00:00 AM,22
10/10/2020 12:00:00 AM,56
10/11/2020 12:00:00 AM,27
10/12/2020 12:00:00 AM,31
10/13/2020 12:00:00 AM,65
10/14/2020 12:00:00 AM,73
10/15/2020 12:00:00 AM,74
10/16/2020 12:00:00 AM,48
10/17/2020 12:00:00 AM,100
10/18/2020 12:00:00 AM,55
10/19/2020 12:00:00 AM,46
10/20/2020 12:00:00 AM,265
10/21/2020 12:00:00 AM,211
10/22/2020 12:00:00 AM,185
10/23/2020 12:00:00 AM,90
10/24/2020 12:00:00 AM,55
10/25/2020 12:00:00 AM,49
10/26/2020 12:00:00 AM,0
10/27/2020 12:00:00 AM,0
10/28/2020 12:00:00 AM,0
10/29/2020 12:00:00 AM,0
10/30/2020 12:00:00 AM,0
10/31/2020 12:00:00 AM,0
11/1/2020 12:00:00 AM,0
11/2/2020 12:00:00 AM,0
11/3/2020 12:00:00 AM,6
11/4/2020 12:00:00 AM,26
11/5/2020 12:00:00 AM,9
11/6/2020 12:00:00 AM,8
11/7/2020 12:00:00 AM,40
11/8/2020 12:00:00 AM,15
11/9/2020 12:00:00 AM,23
11/10/2020 12:00:00 AM,24
11/11/2020 12:00:00 AM,15
11/12/2020 12:00:00 AM,6
11/13/2020 12:00:00 AM,30
11/14/2020 12:00:00 AM,45
11/15/2020 12:00:00 AM,20
11/16/2020 12:00:00 AM,78
11/17/2020 12:00:00 AM,118
11/18/2020 12:00:00 AM,123
11/19/2020 12:00:00 AM,43
11/20/2020 12:00:00 AM,109
11/21/2020 12:00:00 AM,52
11/22/2020 12:00:00 AM,28
11/23/2020 12:00:00 AM,20
11/24/2020 12:00:00 AM,15
11/25/2020 12:00:00 AM,5
11/26/2020 12:00:00 AM,4
11/27/2020 12:00:00 AM,0
11/28/2020 12:00:00 AM,0
11/29/2020 12:00:00 AM,0
11/30/2020 12:00:00 AM,0
12/1/2020 12:00:00 AM,5
12/2/2020 12:00:00 AM,0
12/3/2020 12:00:00 AM,0
12/4/2020 12:00:00 AM,0
12/5/2020 12:00:00 AM,0
12/6/2020 12:00:00 AM,20
12/7/2020 12:00:00 AM,26
12/8/2020 12:00:00 AM,45
12/9/2020 12:00:00 AM,30
12/10/2020 12:00:00 AM,12
12/11/2020 12:00:00 AM,38
12/12/2020 12:00:00 AM,385
12/13/2020 12:00:00 AM,1493
12/14/2020 12:00:00 AM,779
12/15/2020 12:00:00 AM,29
12/16/2020 12:00:00 AM,12
12/17/2020 12:00:00 AM,58
12/18/2020 12:00:00 AM,70
12/19/2020 12:00:00 AM,71
12/20/2020 12:00:00 AM,0
12/21/2020 12:00:00 AM,2
12/22/2020 12:00:00 AM,60
12/23/2020 12:00:00 AM,20
12/24/2020 12:00:00 AM,8
12/25/2020 12:00:00 AM,0
12/26/2020 12:00:00 AM,10
12/27/2020 12:00:00 AM,0
12/28/2020 12:00:00 AM,0
12/29/2020 12:00:00 AM,12
12/30/2020 12:00:00 AM,10
12/31/2020 12:00:00 AM,9
1/1/2021 12:00:00 AM,0
1/2/2021 12:00:00 AM,10
1/3/2021 12:00:00 AM,76
1/4/2021 12:00:00 AM,9
1/5/2021 12:00:00 AM,9
1/6/2021 12:00:00 AM,0
1/7/2021 12:00:00 AM,0
1/8/2021 12:00:00 AM,5
1/9/2021 12:00:00 AM,9
1/10/2021 12:00:00 AM,45
1/11/2021 12:00:00 AM,8
1/12/2021 12:00:00 AM,46
1/13/2021 12:00:00 AM,19
1/14/2021 12:00:00 AM,32
1/15/2021 12:00:00 AM,6
1/16/2021 12:00:00 AM,6
1/17/2021 12:00:00 AM,25
1/18/2021 12:00:00 AM,14
1/19/2021 12:00:00 AM,12
1/20/2021 12:00:00 AM,0
1/21/2021 12:00:00 AM,9
1/22/2021 12:00:00 AM,36
1/23/2021 12:00:00 AM,0
1/24/2021 12:00:00 AM,0
1/25/2021 12:00:00 AM,0
1/26/2021 12:00:00 AM,0
1/27/2021 12:00:00 AM,0
1/28/2021 12:00:00 AM,2
1/29/2021 12:00:00 AM,0
1/30/2021 12:00:00 AM,0
1/31/2021 12:00:00 AM,0
2/1/2021 12:00:00 AM,10
2/2/2021 12:00:00 AM,0
2/3/2021 12:00:00 AM,2
2/4/2021 12:00:00 AM,4
2/5/2021 12:00:00 AM,0
2/6/2021 12:00:00 AM,12
2/7/2021 12:00:00 AM,2
2/8/2021 12:00:00 AM,0
2/9/2021 12:00:00 AM,10
2/10/2021 12:00:00 AM,8
2/11/2021 12:00:00 AM,2
2/12/2021 12:00:00 AM,17
2/13/2021 12:00:00 AM,16
2/14/2021 12:00:00 AM,12
2/15/2021 12:00:00 AM,12
2/16/2021 12:00:00 AM,0
2/17/2021 12:00:00 AM,0
2/18/2021 12:00:00 AM,2
2/19/2021 12:00:00 AM,1
2/20/2021 12:00:00 AM,0
2/21/2021 12:00:00 AM,11
2/22/2021 12:00:00 AM,8
2/23/2021 12:00:00 AM,1
2/24/2021 12:00:00 AM,0
2/25/2021 12:00:00 AM,0
2/26/2021 12:00:00 AM,0
2/27/2021 12:00:00 AM,0
2/28/2021 12:00:00 AM,0
3/1/2021 12:00:00 AM,12
3/2/2021 12:00:00 AM,30
3/3/2021 12:00:00 AM,12
3/4/2021 12:00:00 AM,6
3/5/2021 12:00:00 AM,30
3/6/2021 12:00:00 AM,12
3/7/2021 12:00:00 AM,2
3/8/2021 12:00:00 AM,18
3/9/2021 12:00:00 AM,12
3/10/2021 12:00:00 AM,13
3/11/2021 12:00:00 AM,14
3/12/2021 12:00:00 AM,0
3/13/2021 12:00:00 AM,0
3/14/2021 12:00:00 AM,12
3/15/2021 12:00:00 AM,2
3/16/2021 12:00:00 AM,9
3/17/2021 12:00:00 AM,29
3/18/2021 12:00:00 AM,18
3/19/2021 12:00:00 AM,13
3/20/2021 12:00:00 AM,0
3/21/2021 12:00:00 AM,9
3/22/2021 12:00:00 AM,5
3/23/2021 12:00:00 AM,0
3/24/2021 12:00:00 AM,4
3/25/2021 12:00:00 AM,3
3/26/2021 12:00:00 AM,6
3/27/2021 12:00:00 AM,0
3/28/2021 12:00:00 AM,0
3/29/2021 12:00:00 AM,0
3/30/2021 12:00:00 AM,4
3/31/2021 12:00:00 AM,16
4/1/2021 12:00:00 AM,0
4/2/2021 12:00:00 AM,0
4/3/2021 12:00:00 AM,17
4/4/2021 12:00:00 AM,10
4/5/2021 12:00:00 AM,10
4/6/2021 12:00:00 AM,12
4/7/2021 12:00:00 AM,20
4/8/2021 12:00:00 AM,8
4/9/2021 12:00:00 AM,8
4/10/2021 12:00:00 AM,6
4/11/2021 12:00:00 AM,8
4/12/2021 12:00:00 AM,13
4/13/2021 12:00:00 AM,15
4/14/2021 12:00:00 AM,11
4/15/2021 12:00:00 AM,14
4/16/2021 12:00:00 AM,0
4/17/2021 12:00:00 AM,21
4/18/2021 12:00:00 AM,18
4/19/2021 12:00:00 AM,6
4/20/2021 12:00:00 AM,27
4/21/2021 12:00:00 AM,61
4/22/2021 12:00:00 AM,112
4/23/2021 12:00:00 AM,9
4/24/2021 12:00:00 AM,0
4/25/2021 12:00:00 AM,0
4/26/2021 12:00:00 AM,0
4/27/2021 12:00:00 AM,0
4/28/2021 12:00:00 AM,0
4/29/2021 12:00:00 AM,0
4/30/2021 12:00:00 AM,2
5/1/2021 12:00:00 AM,0
5/2/2021 12:00:00 AM,2
5/3/2021 12:00:00 AM,34
5/4/2021 12:00:00 AM,56
5/5/2021 12:00:00 AM,105
5/6/2021 12:00:00 AM,28
5/7/2021 12:00:00 AM,41
5/8/2021 12:00:00 AM,15
5/9/2021 12:00:00 AM,40
5/10/2021 12:00:00 AM,26
5/11/2021 12:00:00 AM,11
5/12/2021 12:00:00 AM,7
5/13/2021 12:00:00 AM,20
5/14/2021 12:00:00 AM,38
5/15/2021 12:00:00 AM,46
5/16/2021 12:00:00 AM,23
5/17/2021 12:00:00 AM,29
5/18/2021 12:00:00 AM,7
5/19/2021 12:00:00 AM,16
5/20/2021 12:00:00 AM,0
5/21/2021 12:00:00 AM,2
5/22/2021 12:00:00 AM,0
5/23/2021 12:00:00 AM,2
5/24/2021 12:00:00 AM,0
5/25/2021 12:00:00 AM,0
5/26/2021 12:00:00 AM,0
5/27/2021 12:00:00 AM,2
